57        87
57.01923077        53
57.03846154        126
57.05769231        122
57.07692308        121
57.09615385        154
57.11538462        173
57.13461538        164
57.15384615        157
57.17307692        158
57.19230769        132
57.21153846        189
57.23076923        149
57.25        141
57.26923077        148
57.28846154        137
57.30769231        130
57.32692308        93
57.34615385        84
57.36538462        77
57.38461538        88
57.40384615        101
57.42307692        95
57.44230769        69
57.46153846        65
57.48076923        39
57.5        46
57.51923077        49
57.53846154        60
57.55769231        69
57.57692308        50
57.59615385        68
57.61538462        49
57.63461538        43
57.65384615        55
57.67307692        46
57.69230769        54
57.71153846        75
57.73076923        50
57.75        46
57.76923077        48
57.78846154        29
57.80769231        17
57.82692308        20
57.84615385        22
57.86538462        9
57.88461538        17
57.90384615        26
57.92307692        28
57.94230769        27
57.96153846        24
57.98076923        23
58        33
58.01886792        5
58.03773585        47
58.05660377        17
58.0754717        20
58.09433962        36
58.11320755        41
58.13207547        38
58.1509434        30
58.16981132        31
58.18867925        26
58.20754717        38
58.22641509        25
58.24528302        25
58.26415094        27
58.28301887        30
58.30188679        33
58.32075472        21
58.33962264        28
58.35849057        27
58.37735849        21
58.39622642        40
58.41509434        31
58.43396226        14
58.45283019        43
58.47169811        37
58.49056604        21
58.50943396        42
58.52830189        33
58.54716981        39
58.56603774        34
58.58490566        37
58.60377358        26
58.62264151        33
58.64150943        37
58.66037736        36
58.67924528        53
58.69811321        45
58.71698113        38
58.73584906        36
58.75471698        41
58.77358491        20
58.79245283        26
58.81132075        15
58.83018868        36
58.8490566        21
58.86792453        31
58.88679245        40
58.90566038        32
58.9245283        29
58.94339623        14
58.96226415        29
58.98113208        27
59        21
59.01923077        11
59.03846154        18
59.05769231        18
59.07692308        24
59.09615385        27
59.11538462        26
59.13461538        26
59.15384615        25
59.17307692        23
59.19230769        28
59.21153846        21
59.23076923        17
59.25        21
59.26923077        67
59.28846154        23
59.30769231        24
59.32692308        12
59.34615385        34
59.36538462        31
59.38461538        28
59.40384615        17
59.42307692        15
59.44230769        24
59.46153846        31
59.48076923        35
59.5        25
59.51923077        32
59.53846154        26
59.55769231        29
59.57692308        47
59.59615385        21
59.61538462        32
59.63461538        23
59.65384615        29
59.67307692        44
59.69230769        42
59.71153846        50
59.73076923        32
59.75        41
59.76923077        37
59.78846154        22
59.80769231        35
59.82692308        36
59.84615385        30
59.86538462        26
59.88461538        49
59.90384615        62
59.92307692        50
59.94230769        53
59.96153846        36
59.98076923        40
60        42
60.01923077        44
60.03846154        74
60.05769231        61
60.07692308        89
60.09615385        114
60.11538462        74
60.13461538        85
60.15384615        58
60.17307692        82
60.19230769        72
60.21153846        49
60.23076923        72
60.25        63
60.26923077        86
60.28846154        84
60.30769231        59
60.32692308        55
60.34615385        67
60.36538462        87
60.38461538        121
60.40384615        108
60.42307692        124
60.44230769        112
60.46153846        86
60.48076923        112
60.5        123
60.51923077        132
60.53846154        114
60.55769231        113
60.57692308        124
60.59615385        149
60.61538462        141
60.63461538        120
60.65384615        87
60.67307692        149
60.69230769        131
60.71153846        120
60.73076923        146
60.75        102
60.76923077        117
60.78846154        90
60.80769231        90
60.82692308        81
60.84615385        84
60.86538462        73
60.88461538        69
60.90384615        73
60.92307692        69
60.94230769        73
60.96153846        81
60.98076923        82
61        40
61.01923077        40
61.03846154        54
61.05769231        48
61.07692308        42
61.09615385        53
61.11538462        45
61.13461538        25
61.15384615        38
61.17307692        46
61.19230769        34
61.21153846        25
61.23076923        41
61.25        31
61.26923077        15
61.28846154        22
61.30769231        23
61.32692308        17
61.34615385        24
61.36538462        20
61.38461538        25
61.40384615        15
61.42307692        14
61.44230769        15
61.46153846        23
61.48076923        17
61.5        9
61.51923077        23
61.53846154        16
61.55769231        11
61.57692308        17
61.59615385        11
61.61538462        21
61.63461538        18
61.65384615        12
61.67307692        9
61.69230769        16
61.71153846        23
61.73076923        27
61.75        21
61.76923077        20
61.78846154        10
61.80769231        16
61.82692308        26
61.84615385        8
61.86538462        17
61.88461538        21
61.90384615        21
61.92307692        12
61.94230769        29
61.96153846        7
61.98076923        13
62        8
62.01923077        8
62.03846154        9
62.05769231        5
62.07692308        4
62.09615385        17
62.11538462        14
62.13461538        9
62.15384615        16
62.17307692        6
62.19230769        13
62.21153846        9
62.23076923        11
62.25        10
62.26923077        15
62.28846154        14
62.30769231        12
62.32692308        16
62.34615385        10
62.36538462        13
62.38461538        11
62.40384615        11
62.42307692        17
62.44230769        28
62.46153846        14
62.48076923        4
62.5        15
62.51923077        4
62.53846154        9
62.55769231        9
62.57692308        8
62.59615385        19
62.61538462        7
62.63461538        11
62.65384615        10
62.67307692        10
62.69230769        12
62.71153846        16
62.73076923        16
62.75        13
62.76923077        19
62.78846154        8
62.80769231        18
62.82692308        9
62.84615385        10
62.86538462        10
62.88461538        14
62.90384615        15
62.92307692        12
62.94230769        10
62.96153846        18
62.98076923        10
63        11
63.01923077        6
63.03846154        13
63.05769231        13
63.07692308        9
63.09615385        8
63.11538462        14
63.13461538        15
63.15384615        13
63.17307692        10
63.19230769        4
63.21153846        9
63.23076923        6
63.25        14
63.26923077        12
63.28846154        15
63.30769231        15
63.32692308        18
63.34615385        16
63.36538462        10
63.38461538        13
63.40384615        6
63.42307692        12
63.44230769        23
63.46153846        21
63.48076923        20
63.5        14
63.51923077        35
63.53846154        30
63.55769231        32
63.57692308        30
63.59615385        42
63.61538462        70
63.63461538        44
63.65384615        71
63.67307692        83
63.69230769        73
63.71153846        88
63.73076923        97
63.75        120
63.76923077        100
63.78846154        104
63.80769231        88
63.82692308        83
63.84615385        94
63.86538462        131
63.88461538        126
63.90384615        126
63.92307692        139
63.94230769        166
63.96153846        98
63.98076923        78
64        79
64.01886792        37
64.03773585        50
64.05660377        32
64.0754717        38
64.09433962        39
64.11320755        40
64.13207547        70
64.1509434        30
64.16981132        21
64.18867925        33
64.20754717        44
64.22641509        43
64.24528302        34
64.26415094        26
64.28301887        34
64.30188679        25
64.32075472        26
64.33962264        21
64.35849057        33
64.37735849        24
64.39622642        26
64.41509434        15
64.43396226        20
64.45283019        18
64.47169811        21
64.49056604        19
64.50943396        21
64.52830189        19
64.54716981        39
64.56603774        13
64.58490566        28
64.60377358        20
64.62264151        29
64.64150943        28
64.66037736        30
64.67924528        18
64.69811321        32
64.71698113        30
64.73584906        24
64.75471698        26
64.77358491        49
64.79245283        29
64.81132075        20
64.83018868        14
64.8490566        9
64.86792453        20
64.88679245        17
64.90566038        12
64.9245283        34
64.94339623        20
64.96226415        16
64.98113208        16
65        14
65.01923077        23
65.03846154        17
65.05769231        12
65.07692308        25
65.09615385        12
65.11538462        17
65.13461538        16
65.15384615        15
65.17307692        21
65.19230769        13
65.21153846        12
65.23076923        13
65.25        17
65.26923077        27
65.28846154        28
65.30769231        17
65.32692308        20
65.34615385        25
65.36538462        20
65.38461538        26
65.40384615        39
65.42307692        31
65.44230769        41
65.46153846        18
65.48076923        23
65.5        21
65.51923077        30
65.53846154        27
65.55769231        23
65.57692308        35
65.59615385        28
65.61538462        17
65.63461538        27
65.65384615        22
65.67307692        36
65.69230769        50
65.71153846        51
65.73076923        47
65.75        45
65.76923077        48
65.78846154        31
65.80769231        36
65.82692308        33
65.84615385        26
65.86538462        32
65.88461538        41
65.90384615        36
65.92307692        24
65.94230769        51
65.96153846        30
65.98076923        33
66        46
66.01923077        30
66.03846154        52
66.05769231        26
66.07692308        46
66.09615385        25
66.11538462        50
66.13461538        46
66.15384615        41
66.17307692        38
66.19230769        41
66.21153846        42
66.23076923        39
66.25        32
66.26923077        31
66.28846154        38
66.30769231        29
66.32692308        37
66.34615385        25
66.36538462        61
66.38461538        54
66.40384615        50
66.42307692        39
66.44230769        28
66.46153846        37
66.48076923        36
66.5        55
66.51923077        68
66.53846154        55
66.55769231        69
66.57692308        54
66.59615385        53
66.61538462        55
66.63461538        65
66.65384615        57
66.67307692        75
66.69230769        81
66.71153846        70
66.73076923        64
66.75        101
66.76923077        90
66.78846154        88
66.80769231        57
66.82692308        74
66.84615385        53
66.86538462        64
66.88461538        53
66.90384615        67
66.92307692        91
66.94230769        104
66.96153846        115
66.98076923        81
67        68
67.01923077        52
67.03846154        73
67.05769231        47
67.07692308        65
67.09615385        46
67.11538462        83
67.13461538        78
67.15384615        57
67.17307692        67
67.19230769        101
67.21153846        70
67.23076923        79
67.25        60
67.26923077        63
67.28846154        66
67.30769231        77
67.32692308        76
67.34615385        93
67.36538462        116
67.38461538        74
67.40384615        59
67.42307692        68
67.44230769        63
67.46153846        64
67.48076923        69
67.5        99
67.51923077        93
67.53846154        151
67.55769231        136
67.57692308        123
67.59615385        128
67.61538462        123
67.63461538        110
67.65384615        125
67.67307692        128
67.69230769        132
67.71153846        166
67.73076923        117
67.75        137
67.76923077        135
67.78846154        84
67.80769231        80
67.82692308        86
67.84615385        67
67.86538462        89
67.88461538        84
67.90384615        115
67.92307692        95
67.94230769        118
67.96153846        106
67.98076923        96
68        70
68.01886792        75
68.03773585        80
68.05660377        36
68.0754717        40
68.09433962        66
68.11320755        97
68.13207547        78
68.1509434        56
68.16981132        68
68.18867925        56
68.20754717        60
68.22641509        42
68.24528302        62
68.26415094        59
68.28301887        59
68.30188679        30
68.32075472        47
68.33962264        43
68.35849057        38
68.37735849        40
68.39622642        38
68.41509434        38
68.43396226        48
68.45283019        47
68.47169811        42
68.49056604        57
68.50943396        40
68.52830189        42
68.54716981        41
68.56603774        45
68.58490566        57
68.60377358        53
68.62264151        57
68.64150943        53
68.66037736        62
68.67924528        52
68.69811321        43
68.71698113        54
68.73584906        58
68.75471698        46
68.77358491        60
68.79245283        69
68.81132075        50
68.83018868        71
68.8490566        81
68.86792453        48
68.88679245        63
68.90566038        67
68.9245283        74
68.94339623        51
68.96226415        67
68.98113208        47
69        18
69.01923077        36
69.03846154        18
69.05769231        24
69.07692308        24
69.09615385        29
69.11538462        22
69.13461538        27
69.15384615        19
69.17307692        22
69.19230769        23
69.21153846        17
69.23076923        14
69.25        17
69.26923077        8
69.28846154        8
69.30769231        8
69.32692308        15
69.34615385        9
69.36538462        12
69.38461538        16
69.40384615        8
69.42307692        7
69.44230769        15
69.46153846        18
69.48076923        6
69.5        12
69.51923077        7
69.53846154        9
69.55769231        12
69.57692308        16
69.59615385        5
69.61538462        7
69.63461538        11
69.65384615        8
69.67307692        9
69.69230769        1
69.71153846        26
69.73076923        22
69.75        9
69.76923077        5
69.78846154        5
69.80769231        13
69.82692308        11
69.84615385        24
69.86538462        11
69.88461538        21
69.90384615        32
69.92307692        29
69.94230769        23
69.96153846        18
69.98076923        8
70        5
70.01923077        9
70.03846154        10
70.05769231        7
70.07692308        7
70.09615385        13
70.11538462        18
70.13461538        3
