1.0101	479	124	345245	418.981	30.0527	103630
2.0202	237	55	252789	418.981	30.0527	103630
3.0303	304	14	77769	418.981	30.0527	103630
4.04041	410	12	46876	418.981	30.0527	103630
5.05051	457	24	60910	418.981	30.0527	103630
6.06061	461	30	93060	418.981	30.0527	103630
7.07071	442	27	97289	418.981	30.0527	103630
8.08081	458	14	62904	418.981	30.0527	103630
9.09091	422	38	120250	418.981	30.0527	103630
10.101	420	28	114151	418.981	30.0527	103630
11.1111	418	31	98555	418.981	30.0527	103630
12.1212	446	25	82646	418.981	30.0527	103630
13.1313	454	22	100169	418.981	30.0527	103630
14.1414	393	25	116301	418.981	30.0527	103630
15.1515	416	25	88340	418.981	30.0527	103630
16.1616	432	34	97469	418.981	30.0527	103630
17.1717	403	37	118173	418.981	30.0527	103630
18.1818	412	24	106396	418.981	30.0527	103630
19.1919	412	30	95753	418.981	30.0527	103630
20.202	428	22	87497	418.981	30.0527	103630
21.2121	474	19	64128	418.981	30.0527	103630
22.2222	475	30	79604	418.981	30.0527	103630
23.2323	445	43	117738	418.981	30.0527	103630
24.2424	416	37	136228	418.981	30.0527	103630
25.2525	392	24	104940	418.981	30.0527	103630
26.2626	423	24	87030	418.981	30.0527	103630
27.2727	430	22	77368	418.981	30.0527	103630
28.2828	449	25	75783	418.981	30.0527	103630
29.2929	441	29	102438	418.981	30.0527	103630
30.303	374	41	138081	418.981	30.0527	103630
31.3131	394	25	103015	418.981	30.0527	103630
32.3232	397	35	118042	418.981	30.0527	103630
33.3333	425	28	86706	418.981	30.0527	103630
34.3434	452	18	70820	418.981	30.0527	103630
35.3535	476	29	75271	418.981	30.0527	103630
36.3636	453	31	103432	418.981	30.0527	103630
37.3737	396	42	126037	418.981	30.0527	103630
38.3838	365	31	144082	418.981	30.0527	103630
39.3939	380	30	107794	418.981	30.0527	103630
40.404	433	23	75793	418.981	30.0527	103630
41.4141	440	30	100647	418.981	30.0527	103630
42.4242	428	39	114964	418.981	30.0527	103630
43.4343	383	37	145858	418.981	30.0527	103630
44.4444	364	47	133749	418.981	30.0527	103630
45.4545	354	29	120959	418.981	30.0527	103630
46.4646	405	30	97323	418.981	30.0527	103630
47.4748	436	29	74241	418.981	30.0527	103630
48.4848	433	42	115640	418.981	30.0527	103630
49.4949	390	37	131640	418.981	30.0527	103630
50.5051	366	34	137479	418.981	30.0527	103630
51.5152	383	36	123039	418.981	30.0527	103630
52.5253	416	12	58369	418.981	30.0527	103630
53.5354	472	18	57030	418.981	30.0527	103630
54.5455	513	25	74414	418.981	30.0527	103630
55.5556	487	29	99994	418.981	30.0527	103630
56.5657	458	39	113074	418.981	30.0527	103630
57.5758	407	28	129775	418.981	30.0527	103630
58.5859	391	36	131510	418.981	30.0527	103630
59.596	392	35	110699	418.981	30.0527	103630
60.6061	423	30	93722	418.981	30.0527	103630
61.6162	447	34	112487	418.981	30.0527	103630
62.6263	445	34	106259	418.981	30.0527	103630
63.6364	439	33	115671	418.981	30.0527	103630
64.6465	413	39	128000	418.981	30.0527	103630
65.6566	382	32	148104	418.981	30.0527	103630
66.6667	393	22	101926	418.981	30.0527	103630
67.6768	415	30	95569	418.981	30.0527	103630
68.6869	450	22	86487	418.981	30.0527	103630
69.697	448	27	105540	418.981	30.0527	103630
70.7071	448	27	96319	418.981	30.0527	103630
71.7172	472	31	87717	418.981	30.0527	103630
72.7273	481	20	81693	418.981	30.0527	103630
73.7374	479	30	98170	418.981	30.0527	103630
74.7475	459	40	115789	418.981	30.0527	103630
75.7576	415	31	119302	418.981	30.0527	103630
76.7677	420	31	101398	418.981	30.0527	103630
77.7778	429	28	93801	418.981	30.0527	103630
78.7879	418	38	118219	418.981	30.0527	103630
79.798	422	31	89668	418.981	30.0527	103630
80.8081	441	27	93217	418.981	30.0527	103630
81.8182	468	31	88968	418.981	30.0527	103630
82.8283	494	25	87939	418.981	30.0527	103630
83.8384	466	28	101446	418.981	30.0527	103630
84.8485	457	19	77666	418.981	30.0527	103630
85.8586	505	22	69896	418.981	30.0527	103630
86.8687	499	19	74763	418.981	30.0527	103630
87.8788	490	27	86707	418.981	30.0527	103630
88.8889	416	40	124767	418.981	30.0527	103630
89.899	404	32	142245	418.981	30.0527	103630
90.9091	385	33	107083	418.981	30.0527	103630
91.9192	402	24	98189	418.981	30.0527	103630
92.9293	411	25	90707	418.981	30.0527	103630
93.9394	422	25	77457	418.981	30.0527	103630
94.9495	471	16	62620	418.981	30.0527	103630
95.9596	476	37	113435	418.981	30.0527	103630
96.9697	424	39	135466	418.981	30.0527	103630
97.9798	384	39	142800	418.981	30.0527	103630
98.9899	400	29	96836	418.981	30.0527	103630
100	404	35	98653	418.981	30.0527	103630
