1.0101	503	121	335314	418.981	30.0527	103630
2.0202	268	57	261080	418.981	30.0527	103630
3.03031	343	22	106622	418.981	30.0527	103630
4.04041	378	29	85088	418.981	30.0527	103630
5.05051	413	19	81054	418.981	30.0527	103630
6.06061	425	28	89959	418.981	30.0527	103630
7.07071	442	23	88900	418.981	30.0527	103630
8.08081	475	23	81206	418.981	30.0527	103630
9.09091	491	17	68305	418.981	30.0527	103630
10.101	492	25	92049	418.981	30.0527	103630
11.1111	432	36	132990	418.981	30.0527	103630
12.1212	418	32	106225	418.981	30.0527	103630
13.1313	406	31	108272	418.981	30.0527	103630
14.1414	440	20	83697	418.981	30.0527	103630
15.1515	470	31	77512	418.981	30.0527	103630
16.1616	447	22	97598	418.981	30.0527	103630
17.1717	436	36	121588	418.981	30.0527	103630
18.1818	419	26	96178	418.981	30.0527	103630
19.1919	424	23	85259	418.981	30.0527	103630
20.202	440	22	89321	418.981	30.0527	103630
21.2121	447	16	72732	418.981	30.0527	103630
22.2222	487	22	82066	418.981	30.0527	103630
23.2323	487	26	87782	418.981	30.0527	103630
24.2424	457	37	111931	418.981	30.0527	103630
25.2525	433	28	110043	418.981	30.0527	103630
26.2626	418	27	100213	418.981	30.0527	103630
27.2727	440	42	114373	418.981	30.0527	103630
28.2828	418	30	121847	418.981	30.0527	103630
29.2929	411	20	95043	418.981	30.0527	103630
30.303	442	22	77770	418.981	30.0527	103630
31.3131	448	30	89060	418.981	30.0527	103630
32.3232	480	29	77223	418.981	30.0527	103630
33.3333	418	38	129647	418.981	30.0527	103630
34.3434	374	40	148855	418.981	30.0527	103630
35.3535	377	28	101879	418.981	30.0527	103630
36.3636	432	21	76281	418.981	30.0527	103630
37.3737	498	22	63966	418.981	30.0527	103630
38.3838	498	31	95419	418.981	30.0527	103630
39.3939	429	41	129333	418.981	30.0527	103630
40.404	399	31	112285	418.981	30.0527	103630
41.4141	373	39	129849	418.981	30.0527	103630
42.4243	370	34	110211	418.981	30.0527	103630
43.4343	408	30	94364	418.981	30.0527	103630
44.4444	386	38	119140	418.981	30.0527	103630
45.4545	366	41	122598	418.981	30.0527	103630
46.4646	388	28	102992	418.981	30.0527	103630
47.4747	428	22	79346	418.981	30.0527	103630
48.4849	450	22	97444	418.981	30.0527	103630
49.495	429	44	119773	418.981	30.0527	103630
50.5051	414	37	110971	418.981	30.0527	103630
51.5152	402	31	114214	418.981	30.0527	103630
52.5253	386	42	121642	418.981	30.0527	103630
53.5354	409	21	104503	418.981	30.0527	103630
54.5455	465	24	73427	418.981	30.0527	103630
55.5556	484	30	92741	418.981	30.0527	103630
56.5657	432	38	114861	418.981	30.0527	103630
57.5758	408	27	107042	418.981	30.0527	103630
58.5859	419	31	105705	418.981	30.0527	103630
59.596	426	37	115624	418.981	30.0527	103630
60.6061	397	33	113281	418.981	30.0527	103630
61.6162	425	27	94980	418.981	30.0527	103630
62.6263	431	32	110190	418.981	30.0527	103630
63.6364	395	41	131062	418.981	30.0527	103630
64.6465	374	37	149732	418.981	30.0527	103630
65.6566	358	34	123974	418.981	30.0527	103630
66.6667	415	28	86563	418.981	30.0527	103630
67.6768	448	18	61555	418.981	30.0527	103630
68.6869	525	30	59785	418.981	30.0527	103630
69.697	498	36	102387	418.981	30.0527	103630
70.7071	461	25	103141	418.981	30.0527	103630
71.7172	449	42	108765	418.981	30.0527	103630
72.7273	412	44	140535	418.981	30.0527	103630
73.7374	390	24	112619	418.981	30.0527	103630
74.7475	382	30	105891	418.981	30.0527	103630
75.7576	404	26	84930	418.981	30.0527	103630
76.7677	412	30	100548	418.981	30.0527	103630
77.7778	405	24	90949	418.981	30.0527	103630
78.7879	441	19	71410	418.981	30.0527	103630
79.798	437	20	84783	418.981	30.0527	103630
80.8081	454	26	80536	418.981	30.0527	103630
81.8182	506	13	65855	418.981	30.0527	103630
82.8283	488	30	85067	418.981	30.0527	103630
83.8384	475	35	104953	418.981	30.0527	103630
84.8485	431	51	154925	418.981	30.0527	103630
85.8586	347	42	177385	418.981	30.0527	103630
86.8687	324	32	129126	418.981	30.0527	103630
87.8788	407	16	66318	418.981	30.0527	103630
88.8889	444	35	99172	418.981	30.0527	103630
89.899	427	38	130183	418.981	30.0527	103630
90.9091	370	31	136133	418.981	30.0527	103630
91.9192	348	36	109744	418.981	30.0527	103630
92.9293	379	30	100006	418.981	30.0527	103630
93.9394	414	21	93346	418.981	30.0527	103630
94.9495	441	23	70480	418.981	30.0527	103630
95.9596	483	18	67363	418.981	30.0527	103630
96.9697	479	33	95680	418.981	30.0527	103630
97.9798	462	17	89382	418.981	30.0527	103630
98.9899	483	28	85653	418.981	30.0527	103630
100	445	33	100501	418.981	30.0527	103630
