Averaging and calculating the power spectrum...
px[215] = 0.005859; pe[215] = 0.000068
px[216] = 0.005900; pe[216] = 0.000074
px[217] = 0.005841; pe[217] = 0.000066
px[218] = 0.005949; pe[218] = 0.000080
px[219] = 0.005547; pe[219] = 0.000058
px[220] = 0.005612; pe[220] = 0.000080
px[221] = 0.005548; pe[221] = 0.000077
px[222] = 0.005490; pe[222] = 0.000063
px[223] = 0.005196; pe[223] = 0.000050
px[224] = 0.005327; pe[224] = 0.000054
px[225] = 0.005211; pe[225] = 0.000075
px[226] = 0.005483; pe[226] = 0.000080
px[227] = 0.005577; pe[227] = 0.000093
px[228] = 0.005312; pe[228] = 0.000102
px[229] = 0.005157; pe[229] = 0.000144
px[230] = 0.005239; pe[230] = 0.000108
px[231] = 0.005184; pe[231] = 0.000111
px[232] = 0.005083; pe[232] = 0.000102
px[233] = 0.005457; pe[233] = 0.000088
px[234] = 0.005396; pe[234] = 0.000098
px[235] = 0.005154; pe[235] = 0.000045
px[236] = 0.005181; pe[236] = 0.000078
px[237] = 0.005100; pe[237] = 0.000046
px[238] = 0.005071; pe[238] = 0.000039
px[239] = 0.005110; pe[239] = 0.000054
px[240] = 0.005166; pe[240] = 0.000067
px[241] = 0.004903; pe[241] = 0.000072
px[242] = 0.004928; pe[242] = 0.000084
px[243] = 0.004866; pe[243] = 0.000073
px[244] = 0.004958; pe[244] = 0.000073
px[245] = 0.005127; pe[245] = 0.000084
px[246] = 0.005131; pe[246] = 0.000080
px[247] = 0.004890; pe[247] = 0.000075
px[248] = 0.005092; pe[248] = 0.000078
px[249] = 0.005198; pe[249] = 0.000087
px[250] = 0.005123; pe[250] = 0.000084
px[251] = 0.005055; pe[251] = 0.000075
px[252] = 0.005132; pe[252] = 0.000046
px[253] = 0.004837; pe[253] = 0.000073
px[254] = 0.005000; pe[254] = 0.000053
px[255] = 0.004848; pe[255] = 0.000050
px[256] = 0.010288; pe[256] = 0.000132

px[0] = 3.962754; pe[0] = 0.021293
px[1] = 7.938403; pe[1] = 0.090516
px[2] = 7.809300; pe[2] = 0.091388
px[3] = 7.927153; pe[3] = 0.090096
px[4] = 8.474126; pe[4] = 0.131794
px[5] = 8.585974; pe[5] = 0.108082
px[6] = 8.844170; pe[6] = 0.085974
px[7] = 9.518328; pe[7] = 0.111397
px[8] = 9.784801; pe[8] = 0.124115
px[9] = 9.990585; pe[9] = 0.124646
px[10] = 10.947865; pe[10] = 0.197043
px[11] = 11.473151; pe[11] = 0.180854
px[12] = 12.497301; pe[12] = 0.141390
px[13] = 14.613448; pe[13] = 0.142540
px[14] = 16.477371; pe[14] = 0.188185
px[15] = 18.630661; pe[15] = 0.308160
px[16] = 21.385878; pe[16] = 0.353547
px[17] = 25.461744; pe[17] = 0.381036
px[18] = 30.266237; pe[18] = 0.430245
px[19] = 37.394730; pe[19] = 0.522397
px[20] = 49.097870; pe[20] = 0.701405
px[21] = 66.915016; pe[21] = 1.006551
px[22] = 98.389732; pe[22] = 1.177190
px[23] = 153.560318; pe[23] = 2.430372
px[24] = 276.676025; pe[24] = 5.345213
px[25] = 437.193176; pe[25] = 3.760916
px[26] = 441.805084; pe[26] = 3.530007
px[27] = 279.914246; pe[27] = 2.100770
px[28] = 148.412537; pe[28] = 1.711136
px[29] = 86.610435; pe[29] = 0.938104
px[30] = 51.197445; pe[30] = 0.572896
px[31] = 36.183823; pe[31] = 0.343355
px[32] = 24.899673; pe[32] = 0.360162
px[33] = 19.195059; pe[33] = 0.184314
px[34] = 14.582522; pe[34] = 0.190951
px[35] = 10.920938; pe[35] = 0.149402
px[36] = 8.509791; pe[36] = 0.114169
px[37] = 6.888813; pe[37] = 0.083294
px[38] = 5.390756; pe[38] = 0.044986
px[39] = 4.672722; pe[39] = 0.042738
px[40] = 4.013927; pe[40] = 0.038737
px[41] = 3.291121; pe[41] = 0.041840
px[42] = 2.898134; pe[42] = 0.041793
px[43] = 2.532323; pe[43] = 0.037310
px[44] = 2.216945; pe[44] = 0.026347
px[45] = 1.959460; pe[45] = 0.017296
px[46] = 1.699326; pe[46] = 0.020128
px[47] = 1.512268; pe[47] = 0.027155
px[48] = 1.305138; pe[48] = 0.022386
px[49] = 1.133162; pe[49] = 0.019606
px[50] = 1.051366; pe[50] = 0.018951
px[51] = 0.967654; pe[51] = 0.017066
px[52] = 0.892195; pe[52] = 0.012466
px[53] = 0.808614; pe[53] = 0.009683
px[54] = 0.761709; pe[54] = 0.011929
px[55] = 0.649657; pe[55] = 0.007594
px[56] = 0.604945; pe[56] = 0.004071
px[57] = 0.568975; pe[57] = 0.004633
px[58] = 0.501669; pe[58] = 0.004273
px[59] = 0.449041; pe[59] = 0.004480
px[60] = 0.438491; pe[60] = 0.006994
px[61] = 0.409246; pe[61] = 0.008177
px[62] = 0.401464; pe[62] = 0.006056
px[63] = 0.385081; pe[63] = 0.005946
px[64] = 0.333944; pe[64] = 0.005022
px[65] = 0.303084; pe[65] = 0.005439
px[66] = 0.276090; pe[66] = 0.003935
px[67] = 0.260563; pe[67] = 0.002419
px[68] = 0.250894; pe[68] = 0.003730
px[69] = 0.227850; pe[69] = 0.002969
px[70] = 0.219711; pe[70] = 0.002788
px[71] = 0.195470; pe[71] = 0.002454
px[72] = 0.180679; pe[72] = 0.002735
px[73] = 0.175253; pe[73] = 0.002333
px[74] = 0.165383; pe[74] = 0.002138
px[75] = 0.154454; pe[75] = 0.002204
px[76] = 0.154429; pe[76] = 0.001208
px[77] = 0.143602; pe[77] = 0.001620
px[78] = 0.131929; pe[78] = 0.001953
px[79] = 0.131419; pe[79] = 0.001560
px[80] = 0.123565; pe[80] = 0.001243
px[81] = 0.118630; pe[81] = 0.001010
px[82] = 0.110838; pe[82] = 0.000763
px[83] = 0.104374; pe[83] = 0.001261
px[84] = 0.100361; pe[84] = 0.001366
px[85] = 0.095172; pe[85] = 0.001640
px[86] = 0.091587; pe[86] = 0.001425
px[87] = 0.087492; pe[87] = 0.000993
px[88] = 0.084335; pe[88] = 0.000719
px[89] = 0.082298; pe[89] = 0.000682
px[90] = 0.076098; pe[90] = 0.001046
px[91] = 0.072320; pe[91] = 0.001161
px[92] = 0.069733; pe[92] = 0.000753
px[93] = 0.066747; pe[93] = 0.001156
px[94] = 0.063368; pe[94] = 0.000932
px[95] = 0.061306; pe[95] = 0.000573
px[96] = 0.058408; pe[96] = 0.000463
px[97] = 0.055017; pe[97] = 0.000402
px[98] = 0.054919; pe[98] = 0.000455
px[99] = 0.052777; pe[99] = 0.000565
px[100] = 0.050878; pe[100] = 0.000757
px[101] = 0.046586; pe[101] = 0.000697
px[102] = 0.046583; pe[102] = 0.000548
px[103] = 0.045487; pe[103] = 0.000436
px[104] = 0.043737; pe[104] = 0.000436
px[105] = 0.042964; pe[105] = 0.000529
px[106] = 0.042190; pe[106] = 0.000552
px[107] = 0.039742; pe[107] = 0.000540
px[108] = 0.037087; pe[108] = 0.000488
px[109] = 0.034921; pe[109] = 0.000547
px[110] = 0.035372; pe[110] = 0.000551
px[111] = 0.034804; pe[111] = 0.000473
px[112] = 0.033213; pe[112] = 0.000527
px[113] = 0.031699; pe[113] = 0.000437
px[114] = 0.032183; pe[114] = 0.000572
px[115] = 0.030441; pe[115] = 0.000635
px[116] = 0.029390; pe[116] = 0.000602
px[117] = 0.028134; pe[117] = 0.000272
px[118] = 0.028335; pe[118] = 0.000307
px[119] = 0.028907; pe[119] = 0.000376
px[120] = 0.026546; pe[120] = 0.000540
px[121] = 0.026037; pe[121] = 0.000450
px[122] = 0.025235; pe[122] = 0.000421
px[123] = 0.023746; pe[123] = 0.000331
px[124] = 0.023353; pe[124] = 0.000278
px[125] = 0.022066; pe[125] = 0.000324
px[126] = 0.020975; pe[126] = 0.000260
px[127] = 0.021298; pe[127] = 0.000248
px[128] = 0.021166; pe[128] = 0.000217
px[129] = 0.020550; pe[129] = 0.000209
px[130] = 0.020384; pe[130] = 0.000284
px[131] = 0.019345; pe[131] = 0.000322
px[132] = 0.019357; pe[132] = 0.000276
px[133] = 0.019411; pe[133] = 0.000169
px[134] = 0.019020; pe[134] = 0.000238
px[135] = 0.017874; pe[135] = 0.000236
px[136] = 0.017153; pe[136] = 0.000203
px[137] = 0.016748; pe[137] = 0.000234
px[138] = 0.016188; pe[138] = 0.000257
px[139] = 0.015850; pe[139] = 0.000244
px[140] = 0.014918; pe[140] = 0.000171
px[141] = 0.015470; pe[141] = 0.000211
px[142] = 0.015273; pe[142] = 0.000263
px[143] = 0.014715; pe[143] = 0.000181
px[144] = 0.014395; pe[144] = 0.000188
px[145] = 0.014456; pe[145] = 0.000189
px[146] = 0.013772; pe[146] = 0.000231
px[147] = 0.013209; pe[147] = 0.000199
px[148] = 0.012691; pe[148] = 0.000172
px[149] = 0.012745; pe[149] = 0.000159
px[150] = 0.011931; pe[150] = 0.000173
px[151] = 0.012026; pe[151] = 0.000163
px[152] = 0.012759; pe[152] = 0.000105
px[153] = 0.011751; pe[153] = 0.000178
px[154] = 0.011416; pe[154] = 0.000182
px[155] = 0.011400; pe[155] = 0.000144
px[156] = 0.011550; pe[156] = 0.000176
px[157] = 0.011883; pe[157] = 0.000144
px[158] = 0.011644; pe[158] = 0.000150
px[159] = 0.011037; pe[159] = 0.000118
px[160] = 0.010871; pe[160] = 0.000142
px[161] = 0.010544; pe[161] = 0.000138
px[162] = 0.010147; pe[162] = 0.000204
px[163] = 0.010300; pe[163] = 0.000154
px[164] = 0.010178; pe[164] = 0.000098
px[165] = 0.009438; pe[165] = 0.000114
px[166] = 0.009774; pe[166] = 0.000089
px[167] = 0.009969; pe[167] = 0.000105
px[168] = 0.009823; pe[168] = 0.000121
px[169] = 0.009109; pe[169] = 0.000076
px[170] = 0.009041; pe[170] = 0.000088
px[171] = 0.009176; pe[171] = 0.000127
px[172] = 0.008788; pe[172] = 0.000152
px[173] = 0.008345; pe[173] = 0.000086
px[174] = 0.008186; pe[174] = 0.000104
px[175] = 0.008663; pe[175] = 0.000119
px[176] = 0.008376; pe[176] = 0.000131
px[177] = 0.007811; pe[177] = 0.000093
px[178] = 0.008216; pe[178] = 0.000097
px[179] = 0.007974; pe[179] = 0.000089
px[180] = 0.007633; pe[180] = 0.000115
px[181] = 0.007660; pe[181] = 0.000108
px[182] = 0.007783; pe[182] = 0.000102
px[183] = 0.007509; pe[183] = 0.000097
px[184] = 0.007383; pe[184] = 0.000122
px[185] = 0.007334; pe[185] = 0.000093
px[186] = 0.007443; pe[186] = 0.000117
px[187] = 0.007272; pe[187] = 0.000081
px[188] = 0.007085; pe[188] = 0.000094
px[189] = 0.007192; pe[189] = 0.000119
px[190] = 0.007268; pe[190] = 0.000130
px[191] = 0.006857; pe[191] = 0.000141
px[192] = 0.006810; pe[192] = 0.000137
px[193] = 0.006757; pe[193] = 0.000151
px[194] = 0.006687; pe[194] = 0.000119
px[195] = 0.006535; pe[195] = 0.000088
px[196] = 0.006546; pe[196] = 0.000063
px[197] = 0.006509; pe[197] = 0.000082
px[198] = 0.006567; pe[198] = 0.000097
px[199] = 0.006310; pe[199] = 0.000072
px[200] = 0.006322; pe[200] = 0.000051
px[201] = 0.006105; pe[201] = 0.000071
px[202] = 0.006265; pe[202] = 0.000109
px[203] = 0.006396; pe[203] = 0.000083
px[204] = 0.006442; pe[204] = 0.000072
px[205] = 0.006057; pe[205] = 0.000105
px[206] = 0.006083; pe[206] = 0.000087
px[207] = 0.006131; pe[207] = 0.000099
px[208] = 0.006205; pe[208] = 0.000081
px[209] = 0.006045; pe[209] = 0.000054
px[210] = 0.005883; pe[210] = 0.000070
px[211] = 0.005710; pe[211] = 0.000084
px[212] = 0.005567; pe[212] = 0.000091
px[213] = 0.005946; pe[213] = 0.000046
px[214] = 0.006114; pe[214] = 0.000066
px[215] = 0.005944; pe[215] = 0.000085
px[216] = 0.005961; pe[216] = 0.000061
px[217] = 0.005896; pe[217] = 0.000056
px[218] = 0.006019; pe[218] = 0.000070
px[219] = 0.005603; pe[219] = 0.000056
px[220] = 0.005658; pe[220] = 0.000046
px[221] = 0.005609; pe[221] = 0.000061
px[222] = 0.005560; pe[222] = 0.000071
px[223] = 0.005277; pe[223] = 0.000080
px[224] = 0.005389; pe[224] = 0.000063
px[225] = 0.005307; pe[225] = 0.000097
px[226] = 0.005545; pe[226] = 0.000063
px[227] = 0.005645; pe[227] = 0.000068
px[228] = 0.005372; pe[228] = 0.000060
px[229] = 0.005209; pe[229] = 0.000051
px[230] = 0.005308; pe[230] = 0.000070
px[231] = 0.005236; pe[231] = 0.000051
px[232] = 0.005147; pe[232] = 0.000064
px[233] = 0.005537; pe[233] = 0.000080
px[234] = 0.005494; pe[234] = 0.000098
px[235] = 0.005237; pe[235] = 0.000083
px[236] = 0.005243; pe[236] = 0.000061
px[237] = 0.005161; pe[237] = 0.000061
px[238] = 0.005134; pe[238] = 0.000063
px[239] = 0.005218; pe[239] = 0.000108
px[240] = 0.005275; pe[240] = 0.000109
px[241] = 0.005003; pe[241] = 0.000100
px[242] = 0.005013; pe[242] = 0.000085
px[243] = 0.004925; pe[243] = 0.000060
px[244] = 0.005039; pe[244] = 0.000081
px[245] = 0.005212; pe[245] = 0.000086
px[246] = 0.005206; pe[246] = 0.000075
px[247] = 0.004946; pe[247] = 0.000057
px[248] = 0.005143; pe[248] = 0.000051
px[249] = 0.005252; pe[249] = 0.000054
px[250] = 0.005185; pe[250] = 0.000063
px[251] = 0.005093; pe[251] = 0.000038
px[252] = 0.005182; pe[252] = 0.000050
px[253] = 0.004893; pe[253] = 0.000057
px[254] = 0.005068; pe[254] = 0.000068
px[255] = 0.004947; pe[255] = 0.000099
px[256] = 0.010366; pe[256] = 0.000078

px[0] = 4.005861; pe[0] = 0.043107
px[1] = 8.044253; pe[1] = 0.105851
px[2] = 7.892638; pe[2] = 0.083338
px[3] = 7.995263; pe[3] = 0.068110
px[4] = 8.584409; pe[4] = 0.110283
px[5] = 8.697251; pe[5] = 0.111278
px[6] = 8.985174; pe[6] = 0.141005
px[7] = 9.692720; pe[7] = 0.174392
px[8] = 9.947928; pe[8] = 0.163127
px[9] = 10.124818; pe[9] = 0.134233
px[10] = 11.110088; pe[10] = 0.162223
px[11] = 11.563872; pe[11] = 0.090721
px[12] = 12.649895; pe[12] = 0.152594
px[13] = 14.804601; pe[13] = 0.191153
px[14] = 16.718767; pe[14] = 0.241396
px[15] = 18.885433; pe[15] = 0.254773
px[16] = 21.760807; pe[16] = 0.374930
px[17] = 25.783070; pe[17] = 0.321326
px[18] = 30.656263; pe[18] = 0.390027
px[19] = 37.872787; pe[19] = 0.478057
px[20] = 49.664722; pe[20] = 0.566854
px[21] = 67.649498; pe[21] = 0.734485
px[22] = 99.504723; pe[22] = 1.114991
px[23] = 155.543488; pe[23] = 1.983176
px[24] = 280.322052; pe[24] = 3.646026
px[25] = 442.860657; pe[25] = 5.667484
px[26] = 447.114777; pe[26] = 5.309691
px[27] = 284.826233; pe[27] = 4.911989
px[28] = 150.884933; pe[28] = 2.472395
px[29] = 87.538055; pe[29] = 0.927617
px[30] = 51.908447; pe[30] = 0.711003
px[31] = 36.507263; pe[31] = 0.323440
px[32] = 25.167601; pe[32] = 0.267927
px[33] = 19.411539; pe[33] = 0.216481
px[34] = 14.769136; pe[34] = 0.186614
px[35] = 11.057137; pe[35] = 0.136199
px[36] = 8.602079; pe[36] = 0.092288
px[37] = 6.973014; pe[37] = 0.084202
px[38] = 5.451798; pe[38] = 0.061042
px[39] = 4.724997; pe[39] = 0.052274
px[40] = 4.069170; pe[40] = 0.055244
px[41] = 3.334189; pe[41] = 0.043068
px[42] = 2.942357; pe[42] = 0.044223
px[43] = 2.563183; pe[43] = 0.030860
px[44] = 2.242190; pe[44] = 0.025245
px[45] = 1.979882; pe[45] = 0.020422
px[46] = 1.719018; pe[46] = 0.019693
px[47] = 1.527777; pe[47] = 0.015509
px[48] = 1.320241; pe[48] = 0.015103
px[49] = 1.156068; pe[49] = 0.022905
px[50] = 1.067719; pe[50] = 0.016354
px[51] = 0.979881; pe[51] = 0.012227
px[52] = 0.902534; pe[52] = 0.010339
px[53] = 0.823004; pe[53] = 0.014390
px[54] = 0.770797; pe[54] = 0.009088
px[55] = 0.656511; pe[55] = 0.006855
px[56] = 0.611005; pe[56] = 0.006060
px[57] = 0.576424; pe[57] = 0.007449
px[58] = 0.508518; pe[58] = 0.006849
px[59] = 0.454183; pe[59] = 0.005142
px[60] = 0.444341; pe[60] = 0.005851
px[61] = 0.414053; pe[61] = 0.004807
px[62] = 0.406456; pe[62] = 0.004992
px[63] = 0.392465; pe[63] = 0.007383
px[64] = 0.339452; pe[64] = 0.005508
px[65] = 0.307327; pe[65] = 0.004243
px[66] = 0.279684; pe[66] = 0.003594
px[67] = 0.265428; pe[67] = 0.004865
px[68] = 0.254513; pe[68] = 0.003619
px[69] = 0.230829; pe[69] = 0.002979
px[70] = 0.222373; pe[70] = 0.002662
px[71] = 0.198354; pe[71] = 0.002883
px[72] = 0.184018; pe[72] = 0.003339
px[73] = 0.177585; pe[73] = 0.002332
px[74] = 0.168223; pe[74] = 0.002840
px[75] = 0.156571; pe[75] = 0.002117
px[76] = 0.156202; pe[76] = 0.001773
px[77] = 0.145529; pe[77] = 0.001927
px[78] = 0.133838; pe[78] = 0.001909
px[79] = 0.133247; pe[79] = 0.001828
px[80] = 0.124980; pe[80] = 0.001415
px[81] = 0.119811; pe[81] = 0.001181
px[82] = 0.112148; pe[82] = 0.001310
px[83] = 0.105558; pe[83] = 0.001184
px[84] = 0.101524; pe[84] = 0.001162
px[85] = 0.096023; pe[85] = 0.000851
px[86] = 0.092502; pe[86] = 0.000916
px[87] = 0.088615; pe[87] = 0.001124
px[88] = 0.085102; pe[88] = 0.000767
px[89] = 0.083146; pe[89] = 0.000848
px[90] = 0.077202; pe[90] = 0.001104
px[91] = 0.073216; pe[91] = 0.000895
px[92] = 0.070507; pe[92] = 0.000774
px[93] = 0.068130; pe[93] = 0.001383
px[94] = 0.064051; pe[94] = 0.000684
px[95] = 0.062265; pe[95] = 0.000959
px[96] = 0.059175; pe[96] = 0.000767
px[97] = 0.055706; pe[97] = 0.000689
px[98] = 0.055651; pe[98] = 0.000732
px[99] = 0.053387; pe[99] = 0.000610
px[100] = 0.051553; pe[100] = 0.000675
px[101] = 0.047443; pe[101] = 0.000857
px[102] = 0.046980; pe[102] = 0.000396
px[103] = 0.045968; pe[103] = 0.000481
px[104] = 0.044209; pe[104] = 0.000472
px[105] = 0.043411; pe[105] = 0.000447
px[106] = 0.042722; pe[106] = 0.000532
px[107] = 0.040243; pe[107] = 0.000502
px[108] = 0.037348; pe[108] = 0.000261
px[109] = 0.035255; pe[109] = 0.000334
px[110] = 0.035780; pe[110] = 0.000408
px[111] = 0.035257; pe[111] = 0.000453
px[112] = 0.033625; pe[112] = 0.000412
px[113] = 0.032093; pe[113] = 0.000394
px[114] = 0.032488; pe[114] = 0.000305
px[115] = 0.030784; pe[115] = 0.000343
px[116] = 0.029765; pe[116] = 0.000375
px[117] = 0.028709; pe[117] = 0.000575
px[118] = 0.028622; pe[118] = 0.000287
px[119] = 0.029212; pe[119] = 0.000306
px[120] = 0.026952; pe[120] = 0.000407
px[121] = 0.026269; pe[121] = 0.000233
px[122] = 0.025509; pe[122] = 0.000274
px[123] = 0.024228; pe[123] = 0.000482
px[124] = 0.023809; pe[124] = 0.000455
px[125] = 0.022327; pe[125] = 0.000261
px[126] = 0.021241; pe[126] = 0.000266
px[127] = 0.021605; pe[127] = 0.000307
px[128] = 0.021414; pe[128] = 0.000248
px[129] = 0.020860; pe[129] = 0.000309
px[130] = 0.020611; pe[130] = 0.000227
px[131] = 0.019506; pe[131] = 0.000161
px[132] = 0.019537; pe[132] = 0.000180
px[133] = 0.019650; pe[133] = 0.000239
px[134] = 0.019261; pe[134] = 0.000240
px[135] = 0.018039; pe[135] = 0.000165
px[136] = 0.017344; pe[136] = 0.000192
px[137] = 0.016971; pe[137] = 0.000222
px[138] = 0.016389; pe[138] = 0.000201
px[139] = 0.016092; pe[139] = 0.000241
px[140] = 0.015181; pe[140] = 0.000263
px[141] = 0.015627; pe[141] = 0.000157
px[142] = 0.015504; pe[142] = 0.000231
px[143] = 0.014939; pe[143] = 0.000224
px[144] = 0.014627; pe[144] = 0.000232
px[145] = 0.014709; pe[145] = 0.000253
px[146] = 0.013981; pe[146] = 0.000209
px[147] = 0.013369; pe[147] = 0.000160
px[148] = 0.012929; pe[148] = 0.000238
px[149] = 0.013010; pe[149] = 0.000264
px[150] = 0.012060; pe[150] = 0.000129
px[151] = 0.012198; pe[151] = 0.000172
px[152] = 0.012925; pe[152] = 0.000167
px[153] = 0.011921; pe[153] = 0.000170
px[154] = 0.011558; pe[154] = 0.000142
px[155] = 0.011594; pe[155] = 0.000194
px[156] = 0.011770; pe[156] = 0.000220
px[157] = 0.012061; pe[157] = 0.000178
px[158] = 0.011792; pe[158] = 0.000148
px[159] = 0.011201; pe[159] = 0.000165
px[160] = 0.010980; pe[160] = 0.000110
px[161] = 0.010666; pe[161] = 0.000122
px[162] = 0.010317; pe[162] = 0.000169
px[163] = 0.010429; pe[163] = 0.000129
px[164] = 0.010241; pe[164] = 0.000064
px[165] = 0.009541; pe[165] = 0.000103
px[166] = 0.009913; pe[166] = 0.000140
px[167] = 0.010084; pe[167] = 0.000115
px[168] = 0.009960; pe[168] = 0.000137
px[169] = 0.009229; pe[169] = 0.000121
px[170] = 0.009187; pe[170] = 0.000146
px[171] = 0.009299; pe[171] = 0.000124
px[172] = 0.008853; pe[172] = 0.000065
px[173] = 0.008446; pe[173] = 0.000101
px[174] = 0.008279; pe[174] = 0.000093
px[175] = 0.008790; pe[175] = 0.000128
px[176] = 0.008490; pe[176] = 0.000114
px[177] = 0.007894; pe[177] = 0.000083
px[178] = 0.008300; pe[178] = 0.000084
px[179] = 0.008058; pe[179] = 0.000084
px[180] = 0.007773; pe[180] = 0.000141
px[181] = 0.007761; pe[181] = 0.000101
px[182] = 0.007872; pe[182] = 0.000090
px[183] = 0.007585; pe[183] = 0.000077
px[184] = 0.007476; pe[184] = 0.000093
px[185] = 0.007416; pe[185] = 0.000082
px[186] = 0.007521; pe[186] = 0.000078
px[187] = 0.007379; pe[187] = 0.000107
px[188] = 0.007240; pe[188] = 0.000156
px[189] = 0.007308; pe[189] = 0.000116
px[190] = 0.007361; pe[190] = 0.000093
px[191] = 0.006973; pe[191] = 0.000116
px[192] = 0.006885; pe[192] = 0.000075
px[193] = 0.006849; pe[193] = 0.000091
px[194] = 0.006821; pe[194] = 0.000134
px[195] = 0.006651; pe[195] = 0.000116
px[196] = 0.006658; pe[196] = 0.000112
px[197] = 0.006612; pe[197] = 0.000104
px[198] = 0.006686; pe[198] = 0.000119
px[199] = 0.006387; pe[199] = 0.000077
px[200] = 0.006391; pe[200] = 0.000069
px[201] = 0.006205; pe[201] = 0.000100
px[202] = 0.006357; pe[202] = 0.000092
px[203] = 0.006492; pe[203] = 0.000097
px[204] = 0.006553; pe[204] = 0.000111
px[205] = 0.006164; pe[205] = 0.000107
px[206] = 0.006201; pe[206] = 0.000119
px[207] = 0.006233; pe[207] = 0.000103
px[208] = 0.006289; pe[208] = 0.000085
px[209] = 0.006115; pe[209] = 0.000070
px[210] = 0.005963; pe[210] = 0.000080
px[211] = 0.005808; pe[211] = 0.000097
px[212] = 0.005639; pe[212] = 0.000072
px[213] = 0.006009; pe[213] = 0.000063
px[214] = 0.006189; pe[214] = 0.000075
px[215] = 0.006060; pe[215] = 0.000115
px[216] = 0.006058; pe[216] = 0.000097
px[217] = 0.005985; pe[217] = 0.000089
px[218] = 0.006071; pe[218] = 0.000052
px[219] = 0.005653; pe[219] = 0.000049
px[220] = 0.005722; pe[220] = 0.000064
px[221] = 0.005673; pe[221] = 0.000063
px[222] = 0.005643; pe[222] = 0.000082
px[223] = 0.005342; pe[223] = 0.000065
px[224] = 0.005463; pe[224] = 0.000073
px[225] = 0.005413; pe[225] = 0.000106
px[226] = 0.005615; pe[226] = 0.000070
px[227] = 0.005687; pe[227] = 0.000042
px[228] = 0.005419; pe[228] = 0.000047
px[229] = 0.005253; pe[229] = 0.000044
px[230] = 0.005361; pe[230] = 0.000053
px[231] = 0.005308; pe[231] = 0.000072
px[232] = 0.005244; pe[232] = 0.000097
px[233] = 0.005616; pe[233] = 0.000079
px[234] = 0.005543; pe[234] = 0.000049
px[235] = 0.005282; pe[235] = 0.000044
px[236] = 0.005281; pe[236] = 0.000038
px[237] = 0.005228; pe[237] = 0.000067
px[238] = 0.005241; pe[238] = 0.000107
px[239] = 0.005305; pe[239] = 0.000087
px[240] = 0.005365; pe[240] = 0.000090
px[241] = 0.005101; pe[241] = 0.000099
px[242] = 0.005096; pe[242] = 0.000083
px[243] = 0.004976; pe[243] = 0.000050
px[244] = 0.005103; pe[244] = 0.000064
px[245] = 0.005311; pe[245] = 0.000099
px[246] = 0.005292; pe[246] = 0.000086
px[247] = 0.005032; pe[247] = 0.000085
px[248] = 0.005253; pe[248] = 0.000110
px[249] = 0.005322; pe[249] = 0.000070
px[250] = 0.005257; pe[250] = 0.000072
px[251] = 0.005161; pe[251] = 0.000068
px[252] = 0.005247; pe[252] = 0.000065
px[253] = 0.004961; pe[253] = 0.000067
px[254] = 0.005115; pe[254] = 0.000047
px[255] = 0.005015; pe[255] = 0.000067
px[256] = 0.010441; pe[256] = 0.000075

px[0] = 4.034041; pe[0] = 0.028181
px[1] = 8.121950; pe[1] = 0.077697
px[2] = 7.991362; pe[2] = 0.098724
px[3] = 8.077755; pe[3] = 0.082493
px[4] = 8.695994; pe[4] = 0.111586
px[5] = 8.829769; pe[5] = 0.132518
px[6] = 9.096621; pe[6] = 0.111446
px[7] = 9.870845; pe[7] = 0.178124
px[8] = 10.102238; pe[8] = 0.154309
px[9] = 10.216498; pe[9] = 0.091681
px[10] = 11.201329; pe[10] = 0.091241
